title,token,no_stopwords,processed,emoji,mention,hashtag,jumlah_emoji,jumlah_mention,jumlah_hashtag
"oh iya buat kalian yang mau job di Turki bisa DM aku
aku lagi ada job housekeeping prosesnya mayan cepet, persyaratan mudah","[oh, iya, buat, kalian, yang, mau, job, di, turki, bisa, dm, aku, aku, lagi, ada, job, housekeeping, prosesnya, mayan, cepet, persyaratan, mudah]","[buat, kalian, mau, job, turki, dm, aku, aku, ada, job, housekeeping, prosesnya, mayan, cepet, persyaratan, mudah]",buat kalian mau job turki dm aku aku ada job housekeeping proses mayan cepet syarat mudah,,,,0,0,0
ayoo ayoo,"[ayoo, ayoo]","[ayoo, ayoo]",ayoo ayoo,,,,0,0,0
tapi ini bukan tentangnasinalisme tapi ini tentang masa depan,"[tapi, ini, bukan, tentangnasinalisme, tapi, ini, tentang, masa, depan]","[ini, bukan, tentangnasinalisme, ini, masa, depan]",ini bukan tentangnasinalisme ini masa depan,,,,0,0,0
Iya😭 susah poll cari kerja,"[iya, susah, poll, cari, kerja]","[susah, poll, cari, kerja]",susah poll cari kerja,😭,,,1,0,0
otw ke jepang pakai sepeda 🗿,"[otw, ke, jepang, pakai, sepeda]","[otw, jepang, pakai, sepeda]",otw jepang pakai sepeda,🗿,,,1,0,0
anaku susah cari kerja apalgi cb m lulusan SMA apa kbr yg S1 cm jd ojol apalagi anaku ya allah susah,"[anaku, susah, cari, kerja, apalgi, cb, m, lulusan, sma, apa, kbr, yg, s, cm, jd, ojol, apalagi, anaku, ya, allah, susah]","[anaku, susah, cari, kerja, apalgi, cb, m, lulusan, sma, apa, kbr, s, cm, ojol, anaku, allah, susah]",ana susah cari kerja apalgi cb m lulus sma apa kbr s cm ojol ana allah susah,,,,0,0,0
gw dah otw ke Jepang🇯🇵,"[gw, dah, otw, ke, jepang]","[gw, dah, otw, jepang]",gw dah otw jepang,,,,0,0,0
gaji di negara arab☠️,"[gaji, di, negara, arab]","[gaji, negara, arab]",gaji negara arab,☠,,,1,0,0
selamat datang di Indonesia negara para pejabat,"[selamat, datang, di, indonesia, negara, para, pejabat]","[selamat, datang, indonesia, negara, pejabat]",selamat datang indonesia negara jabat,,,,0,0,0
INFO CARA KERJA DI JEPANG,"[info, cara, kerja, di, jepang]","[info, cara, kerja, jepang]",info cara kerja jepang,,,,0,0,0
gua pengen pindah negara sumpah,"[gua, pengen, pindah, negara, sumpah]","[pengen, pindah, negara, sumpah]",ken pindah negara sumpah,,,,0,0,0
#kaburajadulukeindomaret💀,[],[],,💀,,#kaburajadulukeindomaret,1,0,1
gw mau ke swis,"[gw, mau, ke, swis]","[gw, mau, swis]",gw mau swis,,,,0,0,0
"bng berangkatkan saya kejepang, sekalian saya bawa parfum biar harum","[bng, berangkatkan, saya, kejepang, sekalian, saya, bawa, parfum, biar, harum]","[bng, berangkatkan, kejepang, sekalian, bawa, parfum, biar, harum]",bng berangkat kejepang sekali bawa parfum biar harum,,,,0,0,0
"gaji 1jt, persyaratan masuknya hrus menguasai ilmu avatar","[gaji, jt, persyaratan, masuknya, hrus, menguasai, ilmu, avatar]","[gaji, jt, persyaratan, masuknya, hrus, menguasai, ilmu, avatar]",gaji jt syarat masuk hrus kuasa ilmu avatar,,,,0,0,0
otw otw 😭,"[otw, otw]","[otw, otw]",otw otw,😭,,,1,0,0
"Malaysia yok, bahasa Melayu gak terlalu susah","[malaysia, yok, bahasa, melayu, gak, terlalu, susah]","[malaysia, yok, bahasa, melayu, terlalu, susah]",malaysia yok bahasa melayu terlalu susah,,,,0,0,0
Konoha nomor 1,"[konoha, nomor]","[konoha, nomor]",konoha nomor,,,,0,0,0
"gaji 1,5jt sistem kerja, kerja rodi,bisa menguasai sgala bntuk pekerjaan bahkan bencana alam.","[gaji, jt, sistem, kerja, kerja, rodi, bisa, menguasai, sgala, bntuk, pekerjaan, bahkan, bencana, alam]","[gaji, jt, sistem, kerja, kerja, rodi, menguasai, sgala, bntuk, pekerjaan, bahkan, bencana, alam]",gaji jt sistem kerja kerja rodi kuasa sgala bntuk kerja bahkan bencana alam,,,,0,0,0
"pindahh ke jepang gass dh, biar 1 desa isinya org yg bekas dari indo😔","[pindahh, ke, jepang, gass, dh, biar, desa, isinya, org, yg, bekas, dari, indo]","[pindahh, jepang, gass, dh, biar, desa, isinya, org, bekas, indo]",pindahh jepang gass dh biar desa isi org bekas indo,😔,,,1,0,0
kita yang kerja bos kita yang kayak 🥱,"[kita, yang, kerja, bos, kita, yang, kayak]","[yang, kerja, bos, yang, kayak]",yang kerja bos yang kayak,🥱,,,1,0,0
saya mau kabur ke indomart bang,"[saya, mau, kabur, ke, indomart, bang]","[mau, kabur, indomart, bang]",mau kabur indomart bang,,,,0,0,0
kabur yukkkkkk info info 🗿,"[kabur, yukkkkkk, info, info]","[kabur, yukkkkkk, info, info]",kabur yukkkkkk info info,🗿,,,1,0,0
"mencari kehidupan yg layak di indo itu sulit
#kaburajadulu","[mencari, kehidupan, yg, layak, di, indo, itu, sulit]","[mencari, kehidupan, layak, indo, sulit]",cari hidup layak indo sulit,,,#kaburajadulu,0,0,1
"Kerja 14 jam gaji 1,5 jt anjiiiiirrrrr","[kerja, jam, gaji, jt, anjiiiiirrrrr]","[kerja, jam, gaji, jt, anjiiiiirrrrr]",kerja jam gaji jt anjiiiiirrrrr,,,,0,0,0
setuju 😁😂,[setuju],[setuju],tuju,😁😂,,,2,0,0
negara antrii,"[negara, antrii]","[negara, antrii]",negara antri,,,,0,0,0
syarat harus berpenampilan menarik wkwkk,"[syarat, harus, berpenampilan, menarik, wkwkk]","[syarat, berpenampilan, menarik, wkwkk]",syarat tampil tarik wkwkk,,,,0,0,0
#kaburajadulu,[],[],,,,#kaburajadulu,0,0,1
gue dah kabur wee malas pulang ke indo sumpah 😂 kali kalia kalo dah di luar negri pasti gak mau pulang gaji besar kerjaan santai 😂,"[gue, dah, kabur, wee, malas, pulang, ke, indo, sumpah, kali, kalia, kalo, dah, di, luar, negri, pasti, gak, mau, pulang, gaji, besar, kerjaan, santai]","[dah, kabur, wee, malas, pulang, indo, sumpah, kalia, kalo, dah, luar, negri, mau, pulang, gaji, besar, kerjaan, santai]",dah kabur wee malas pulang indo sumpah kalia kalo dah luar negri mau pulang gaji besar kerja santai,😂😂,,,2,0,0
"Rakyatnya sengsara pejabatnya foya""","[rakyatnya, sengsara, pejabatnya, foya]","[rakyatnya, sengsara, pejabatnya, foya]",rakyat sengsara jabat foya,,,,0,0,0
yg di ceritain cm yg enak nya aj 😭yg ga enak ny ga di ceritain 😭,"[yg, di, ceritain, cm, yg, enak, nya, aj, yg, ga, enak, ny, ga, di, ceritain]","[ceritain, cm, enak, aj, enak, ny, ceritain]",ceritain cm enak aj enak ny ceritain,😭😭,,,2,0,0
kabur aja dulu pengen sih tapi dana untuk kabur ini kan gede juga,"[kabur, aja, dulu, pengen, sih, tapi, dana, untuk, kabur, ini, kan, gede, juga]","[kabur, dulu, pengen, dana, kabur, gede]",kabur dulu ken dana kabur gede,,,,0,0,0
"2 Minggu lagi mau ke jepang,doain teman² semoga lancar dlm perjalanan,tpi gw ngarang dulu bg🗿","[minggu, lagi, mau, ke, jepang, doain, teman², semoga, lancar, dlm, perjalanan, tpi, gw, ngarang, dulu, bg]","[minggu, mau, jepang, doain, teman², semoga, lancar, dlm, perjalanan, tpi, gw, ngarang, dulu, bg]",minggu mau jepang doain teman moga lancar dlm jalan tpi gw ngarang dulu bg,🗿,,,1,0,0
yang dekat aja #singapore #kaburajadulu,"[yang, dekat, aja]",[dekat],dekat,,,"#singapore, #kaburajadulu",0,0,2
dengar dengar desa di jepang butuh warga yaa😁😁😁,"[dengar, dengar, desa, di, jepang, butuh, warga, yaa]","[dengar, dengar, desa, jepang, butuh, warga, yaa]",dengar dengar desa jepang butuh warga yaa,😁😁😁,,,3,0,0
dah lah mamemang harus #kabur aja dulu,"[dah, lah, mamemang, harus, aja, dulu]","[dah, lah, mamemang, dulu]",dah lah mamemang dulu,,,#kabur,0,0,1
"dulu warga negara eropa dan asia datang ke Indonesia
sekarang warga Indonesia datang ke negara eropa dan asia","[dulu, warga, negara, eropa, dan, asia, datang, ke, indonesia, sekarang, warga, indonesia, datang, ke, negara, eropa, dan, asia]","[dulu, warga, negara, eropa, asia, datang, indonesia, sekarang, warga, indonesia, datang, negara, eropa, asia]",dulu warga negara eropa asia datang indonesia sekarang warga indonesia datang negara eropa asia,,,,0,0,0
bang bahas Ronaldo ke NTT,"[bang, bahas, ronaldo, ke, ntt]","[bang, bahas, ronaldo, ntt]",bang bahas ronaldo ntt,,,,0,0,0
saya slah 1 ny yg pgn pndah bg,"[saya, slah, ny, yg, pgn, pndah, bg]","[slah, ny, pgn, pndah, bg]",slah ny pgn pndah bg,,,,0,0,0
#kaburajadulu ke swiss🗿,"[ke, swiss]",[swiss],swiss,🗿,,#kaburajadulu,1,0,1
walawe 🗿,[walawe],[walawe],walawe,🗿,,,1,0,0
gw sih ke thailand mx king gw auto guanteng,"[gw, sih, ke, thailand, mx, king, gw, auto, guanteng]","[gw, thailand, mx, king, gw, auto, guanteng]",gw thailand mx king gw auto guanteng,,,,0,0,0
bang tutor bisa ikut event kabur aj dulu🗿,"[bang, tutor, bisa, ikut, event, kabur, aj, dulu]","[bang, tutor, ikut, event, kabur, aj, dulu]",bang tutor ikut event kabur aj dulu,🗿,,,1,0,0
Gaji cleaning service australia gaji 15x lipat umr jakarta🗿,"[gaji, cleaning, service, australia, gaji, x, lipat, umr, jakarta]","[gaji, cleaning, service, australia, gaji, x, lipat, umr, jakarta]",gaji cleaning service australia gaji x lipat umr jakarta,🗿,,,1,0,0
kiw yang mau berangkat bareng,"[kiw, yang, mau, berangkat, bareng]","[kiw, mau, berangkat, bareng]",kiw mau berangkat bareng,,,,0,0,0
gasss otww🗿🗿,"[gasss, otww]","[gasss, otww]",gasss otww,🗿🗿,,,2,0,0
ap ini hidup bagaimana ini🗿,"[ap, ini, hidup, bagaimana, ini]","[ap, hidup, bagaimana]",ap hidup bagaimana,🗿,,,1,0,0
"Emang di indonesia, cari kerja nya sumpah susah banget, banyak banget embel2nya","[emang, di, indonesia, cari, kerja, nya, sumpah, susah, banget, banyak, banget, embelnya]","[emang, indonesia, cari, kerja, sumpah, susah, banget, banyak, banget, embelnya]",emang indonesia cari kerja sumpah susah banget banyak banget embel,,,,0,0,0
BG kalok GK bisa bahasa Jepang bisa gk kerja di Jepang🗿,"[bg, kalok, gk, bisa, bahasa, jepang, bisa, gk, kerja, di, jepang]","[bg, kalok, gk, bahasa, jepang, gk, kerja, jepang]",bg kalok gk bahasa jepang gk kerja jepang,🗿,,,1,0,0
pantesan saya punya teman Facebook jadi TKW rata rata mereka gak pulang pulang bahkan tahunan,"[pantesan, saya, punya, teman, facebook, jadi, tkw, rata, rata, mereka, gak, pulang, pulang, bahkan, tahunan]","[pantesan, punya, teman, facebook, tkw, rata, rata, pulang, pulang, bahkan, tahunan]",pantesan punya teman facebook tkw rata rata pulang pulang bahkan tahun,,,,0,0,0
kabur aja. dulu,"[kabur, aja, dulu]","[kabur, dulu]",kabur dulu,,,,0,0,0
"Indonesian: #kaburajadulu
jepang: #datangajadulu","[indonesian, jepang]","[indonesian, jepang]",indonesian jepang,,,"#kaburajadulu, #datangajadulu",0,0,2
tutor ke Jepang,"[tutor, ke, jepang]","[tutor, jepang]",tutor jepang,,,,0,0,0
capek hidup di indo 😹,"[capek, hidup, di, indo]","[capek, hidup, indo]",capek hidup indo,😹,,,1,0,0
"jika pngurusan ke luar negeri tidak ribet, indonesia sudah kekurangan anak muda dari dulu","[jika, pngurusan, ke, luar, negeri, tidak, ribet, indonesia, sudah, kekurangan, anak, muda, dari, dulu]","[pngurusan, luar, negeri, ribet, indonesia, kekurangan, anak, muda, dulu]",pngurusan luar negeri ribet indonesia kurang anak muda dulu,,,,0,0,0
#kaburajadulu,[],[],,,,#kaburajadulu,0,0,1
"anak masih SMP bang,,
dy mau ke Jepang katanya untuk pengalaman & bantu perekonomian keluarga 🥺","[anak, masih, smp, bang, dy, mau, ke, jepang, katanya, untuk, pengalaman, bantu, perekonomian, keluarga]","[anak, smp, bang, dy, mau, jepang, katanya, pengalaman, bantu, perekonomian, keluarga]",anak smp bang dy mau jepang kata alam bantu ekonomi keluarga,🥺,,,1,0,0
#kaburajadulu bismilah abis lebaran otw ke malaysia dahh guyss,"[bismilah, abis, lebaran, otw, ke, malaysia, dahh, guyss]","[bismilah, abis, lebaran, otw, malaysia, dahh, guyss]",bismilah abis lebaran otw malaysia dahh guyss,,,#kaburajadulu,0,0,1
otw planet Bekasi,"[otw, planet, bekasi]","[otw, planet, bekasi]",otw planet bekas,,,,0,0,0
"bentarrr persiapan dulu nih, otw #kaburajadulu juga yeyeyey","[bentarrr, persiapan, dulu, nih, otw, juga, yeyeyey]","[bentarrr, persiapan, dulu, otw, yeyeyey]",bentarrr siap dulu otw yeyeyey,,,#kaburajadulu,0,0,1
ayo pindah😁,"[ayo, pindah]","[ayo, pindah]",ayo pindah,😁,,,1,0,0
#kaburajadulu,[],[],,,,#kaburajadulu,0,0,1
S2 di Indonesia cari kerja harus jadi avatar 🗿,"[s, di, indonesia, cari, kerja, harus, jadi, avatar]","[s, indonesia, cari, kerja, avatar]",s indonesia cari kerja avatar,🗿,,,1,0,0
#kaburajadulu,[],[],,,,#kaburajadulu,0,0,1
"senam cepat makan bergizi lambat
#masalahanaksekolah","[senam, cepat, makan, bergizi, lambat]","[senam, cepat, makan, bergizi, lambat]",senam cepat makan gizi lambat,,,#masalahanaksekolah,0,0,1
#kaburajadulu,[],[],,,,#kaburajadulu,0,0,1
"banh sekarang juga lagi rame soal #artistbersuara, itu perkara apa banh?","[banh, sekarang, juga, lagi, rame, soal, itu, perkara, apa, banh]","[banh, sekarang, lagi, rame, soal, perkara, apa, banh]",banh sekarang lagi rame soal perkara apa banh,,,#artistbersuara,0,0,1
p,[p],[p],p,,,,0,0,0
"kapan gw lulus sekolah hah, pengen kabur anjj....","[kapan, gw, lulus, sekolah, hah, pengen, kabur, anjj]","[kapan, gw, lulus, sekolah, hah, pengen, kabur, anjj]",kapan gw lulus sekolah hah ken kabur anjj,,,,0,0,0
Sudah dari thn 2018🔥,"[sudah, dari, thn]","[dari, thn]",dari thn,🔥,,,1,0,0
Harus bisa bahasa jepang dan niat kerja aja🗿🗿 gw ga bisa bahasa jepang 🗿,"[harus, bisa, bahasa, jepang, dan, niat, kerja, aja, gw, ga, bisa, bahasa, jepang]","[bahasa, jepang, niat, kerja, gw, bisa, bahasa, jepang]",bahasa jepang niat kerja gw bisa bahasa jepang,🗿🗿🗿,,,3,0,0
teang kan ada bang aleh yg nanganinn🗿,"[teang, kan, ada, bang, aleh, yg, nanganinn]","[teang, bang, aleh, nanganinn]",teang bang aleh nanganinn,🗿,,,1,0,0
otw ke jepang,"[otw, ke, jepang]","[otw, jepang]",otw jepang,,,,0,0,0
pendapat aku aja pindah negara,"[pendapat, aku, aja, pindah, negara]","[pendapat, aku, pindah, negara]",dapat aku pindah negara,,,,0,0,0
gw smk ntar ambil jurusan bahasa asing aja lah,"[gw, smk, ntar, ambil, jurusan, bahasa, asing, aja, lah]","[gw, smk, ntar, ambil, jurusan, bahasa, asing, lah]",gw smk ntar ambil jurus bahasa asing lah,,,,0,0,0
"Ah.... salah memahami itu, yang dimaksudkan bagi yang menyatakan melepaskan status WNI.
Kalau hanya kabur untuk bekerja siapa yg komen ?","[ah, salah, memahami, itu, yang, dimaksudkan, bagi, yang, menyatakan, melepaskan, status, wni, kalau, hanya, kabur, untuk, bekerja, siapa, yg, komen]","[salah, memahami, yang, dimaksudkan, yang, menyatakan, melepaskan, status, wni, kalau, kabur, bekerja, siapa, komen]",salah paham yang maksud yang nyata lepas status wni kalau kabur kerja siapa komen,,,,0,0,0
#kabarajadulu ke Mexico,"[ke, mexico]",[mexico],mexico,,,#kabarajadulu,0,0,1
#mahasiswa 500k itu mah 😁,"[k, itu, mah]","[k, mah]",k mah,😁,,#mahasiswa,1,0,1
keren,[keren],[keren],keren,,,,0,0,0
aku bakal berusaha untuk keluar negeri karena orang tua ku sudah bekerja keras tapi gajinya tidak tidak pantas aku bersyukur tapi bagaimana dengan orang' yang tidak punya pekerjaan.,"[aku, bakal, berusaha, untuk, keluar, negeri, karena, orang, tua, ku, sudah, bekerja, keras, tapi, gajinya, tidak, tidak, pantas, aku, bersyukur, tapi, bagaimana, dengan, orang, yang, tidak, punya, pekerjaan]","[aku, bakal, berusaha, keluar, negeri, orang, tua, ku, bekerja, keras, gajinya, tidak, pantas, aku, bersyukur, bagaimana, orang, tidak, punya, pekerjaan]",aku bakal usaha keluar negeri orang tua ku kerja keras gaji tidak pantas aku syukur bagaimana orang tidak punya kerja,,,,0,0,0
kerja di China atau jepang atau Rusia enak nya di mana sih weee😔,"[kerja, di, china, atau, jepang, atau, rusia, enak, nya, di, mana, sih, weee]","[kerja, china, jepang, rusia, enak, mana, weee]",kerja china jepang rusia enak mana weee,😔,,,1,0,0
"#kaburajadulu
gw ke jepang aja soalnya ada kenalan 🗿","[gw, ke, jepang, aja, soalnya, ada, kenalan]","[gw, jepang, soalnya, kenalan]",gw jepang soal kenal,🗿,,#kaburajadulu,1,0,1
"Bang bahas kasus Sekolah MAN 2 kota bekasi bang,mumpung lagi anget2 kasusnya","[bang, bahas, kasus, sekolah, man, kota, bekasi, bang, mumpung, lagi, anget, kasusnya]","[bang, bahas, kasus, sekolah, man, kota, bekasi, bang, mumpung, anget, kasusnya]",bang bahas kasus sekolah man kota bekas bang mumpung anget kasus,,,,0,0,0
ke swiss,"[ke, swiss]",[swiss],swiss,,,,0,0,0
harus jalur yang benar..jangan sampai jadi mangsa scammer,"[harus, jalur, yang, benar, jangan, sampai, jadi, mangsa, scammer]","[jalur, benar, jangan, mangsa, scammer]",jalur benar jangan mangsa scammer,,,,0,0,0
"ke Singapura aja ngab, bisa bahasa Melayu di sana, gaji nya besar, ga ada syarat syarat tinggi badan lah, harus good looking lah, kaga jir, bagus di sono, cuman saran doang 🗿","[ke, singapura, aja, ngab, bisa, bahasa, melayu, di, sana, gaji, nya, besar, ga, ada, syarat, syarat, tinggi, badan, lah, harus, good, looking, lah, kaga, jir, bagus, di, sono, cuman, saran, doang]","[singapura, ngab, bahasa, melayu, sana, gaji, besar, syarat, syarat, tinggi, badan, lah, good, looking, lah, kaga, jir, bagus, sono, cuman, saran, doang]",singapura ngab bahasa melayu sana gaji besar syarat syarat tinggi badan lah good looking lah kaga jir bagus sono cuman saran doang,🗿,,,1,0,0
mending berangkat ke Korea,"[mending, berangkat, ke, korea]","[mending, berangkat, korea]",mending berangkat korea,,,,0,0,0
"ada yang punya info tempat nyari informasi valid buat bisa kerja di luar negeri, oengen tapi gak tau caranya dan takut ketipu.","[ada, yang, punya, info, tempat, nyari, informasi, valid, buat, bisa, kerja, di, luar, negeri, oengen, tapi, gak, tau, caranya, dan, takut, ketipu]","[yang, punya, info, tempat, nyari, informasi, valid, buat, kerja, luar, negeri, oengen, caranya, takut, ketipu]",yang punya info tempat nyari informasi valid buat kerja luar negeri oengen cara takut tipu,,,,0,0,0
brangkattt,[brangkattt],[brangkattt],brangkattt,,,,0,0,0
"#kaburajadulu
🗿🗿",[],[],,🗿🗿,,#kaburajadulu,2,0,1
buset fyp gua full #kaburajadulu,"[buset, fyp, gua, full]","[buset, fyp, full]",buset fyp full,,,#kaburajadulu,0,0,1
capekkk..... #kaburajadulu😹,[capekkk],[capekkk],capekkk,😹,,#kaburajadulu,1,0,1
"pindah ayo
#kaburajadulu","[pindah, ayo]","[pindah, ayo]",pindah ayo,,,#kaburajadulu,0,0,1
kerja serius gaji bercanda😹😹😹,"[kerja, serius, gaji, bercanda]","[kerja, serius, gaji, bercanda]",kerja serius gaji canda,😹😹😹,,,3,0,0
bukannya jepang butu orang klo ad mau tinggal ya? maaf klo slah,"[bukannya, jepang, butu, orang, klo, ad, mau, tinggal, ya, maaf, klo, slah]","[bukannya, jepang, butu, orang, klo, ad, mau, tinggal, maaf, klo, slah]",bukan jepang butu orang klo ad mau tinggal maaf klo slah,,,,0,0,0
kabur aja dulu bg 😳,"[kabur, aja, dulu, bg]","[kabur, dulu, bg]",kabur dulu bg,😳,,,1,0,0
ya mending kabur sih,"[ya, mending, kabur, sih]","[mending, kabur]",mending kabur,,,,0,0,0
kalo dah punya uang udah kabur gw 🗿,"[kalo, dah, punya, uang, udah, kabur, gw]","[kalo, dah, punya, uang, kabur, gw]",kalo dah punya uang kabur gw,🗿,,,1,0,0
"yok bisa yok ganti kewarganegaraan
#kaburajadulu","[yok, bisa, yok, ganti, kewarganegaraan]","[yok, yok, ganti, kewarganegaraan]",yok yok ganti kewarganegaraan,,,#kaburajadulu,0,0,1
oii nikah di jepang aja di bayar,"[oii, nikah, di, jepang, aja, di, bayar]","[oii, nikah, jepang, bayar]",oii nikah jepang bayar,,,,0,0,0
Yes that’s right. Di negara kelahiran sendiri spek ny malah spek dewa tapi gaji tak sesuai. Malahan di luar negeri mrka cukup butuh yg niat bekerja. Mudahan di era pak Prabowo smuanya bisa lebih baik sistem pemerintahan nya,"[yes, that, s, right, di, negara, kelahiran, sendiri, spek, ny, malah, spek, dewa, tapi, gaji, tak, sesuai, malahan, di, luar, negeri, mrka, cukup, butuh, yg, niat, bekerja, mudahan, di, era, pak, prabowo, smuanya, bisa, lebih, baik, sistem, pemerintahan, nya]","[yes, that, s, right, negara, kelahiran, sendiri, spek, ny, malah, spek, dewa, gaji, tak, sesuai, malahan, luar, negeri, mrka, cukup, butuh, niat, bekerja, mudahan, era, pak, prabowo, smuanya, lebih, baik, sistem, pemerintahan]",yes that s right negara lahir sendiri spek ny malah spek dewa gaji tak sesuai malah luar negeri mrka cukup butuh niat kerja mudah era pak prabowo smuanya lebih baik sistem perintah,,,,0,0,0
