"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"Alaika Salam’s comment: gak butuh nasiolaisme, butuh makan, daripada nasipnalisme tapi kalian seperti lintah penghisap darah","gak butuh nasiolaisme, butuh makan, daripada nasipnalisme tapi kalian seperti lintah penghisap darah","gak butuh nasiolaisme butuh makan daripada nasipnalisme tapi kalian seperti lintah penghisap darah","tidak butuh nasiolaisme butuh makan daripada nasipnalisme tapi kalian seperti lintah penghisap darah","['butuh', 'nasiolaisme', 'butuh', 'makan', 'nasipnalisme', 'lintah', 'penghisap', 'darah']","butuh nasiolaisme butuh makan nasipnalisme lintah penghisap darah","negatif","0","0","2025-02-20 23:45:00"
"Downfal’s comment: gunanya mentri ketenagakerjaan apaan ya","gunanya mentri ketenagakerjaan apaan ya","gunanya mentri ketenagakerjaan apaan ya","gunanya mentri ketenagakerjaan apaan ya","['guna', 'tri', 'ketenagakerjaan']","guna tri ketenagakerjaan","netral","1","0","2025-02-22 15:10:50"
"🧘🏻’s comment: Ya Allaaaaaah aku mau keluar jg dr Indoooo","Ya Allaaaaaah aku mau keluar jg dr Indoooo","ya allaaaaaah aku mau keluar jg dr indoooo","ya allah saya mau keluar jg dari indonesia","['allah', 'jg', 'indonesia']","allah jg indonesia","positif","1","0","2025-02-12 14:38:41"
"😂😂😂😂 nga ngurus","😂😂😂😂 nga ngurus","nga ngurus","nga ngurus","['nga', 'ngurus']","nga ngurus","negatif","0","0","2025-02-16 13:02:00"
"cerdaswaras’s comment: yg gue cinta dari indonesiaa cuma MAKANANNYA","yg gue cinta dari indonesiaa cuma MAKANANNYA","yg gue cinta dari indonesiaa cuma makanannya","yang gue cinta dari indonesiaa cuma makanannya","['gue', 'cinta', 'indonesiaa', 'makan']","gue cinta indonesiaa makan","netral","2","0","2025-02-12 07:22:50"
"hayaa’s comment: la wong di negeri sendiri diperlakukan kek ank tiri","la wong di negeri sendiri diperlakukan kek ank tiri","la wong di negeri sendiri diperlakukan kek ank tiri","la wong di negeri sendiri diperlakukan seperti ank tiri","['la', 'negeri', 'laku', 'ank', 'tiri']","la negeri laku ank tiri","negatif","3","0","2025-02-12 03:32:39"
"apakah indonesia ingin menjadi seperti negara korut 🗿","apakah indonesia ingin menjadi seperti negara korut 🗿","apakah indonesia ingin menjadi seperti negara korut","apakah indonesia ingin menjadi seperti negara korut","['indonesia', 'negara', 'korut']","indonesia negara korut","negatif","0","0","2025-02-16 15:14:42"
"jgn lupa ke kamboja... nanti nangis2 minta di jmput","jgn lupa ke kamboja... nanti nangis2 minta di jmput","jgn lupa ke kamboja nanti nangis2 minta di jmput","jgn lupa ke kamboja nanti nangis2 minta di jmput","['jgn', 'lupa', 'kamboja', 'jmput']","jgn lupa kamboja jmput","negatif","0","2","2025-02-10 06:48:40"
"M A T T’s comment: Yg WNI di luar negeri tolong Ramein trend ini","Yg WNI di luar negeri tolong Ramein trend ini","yg wni di luar negeri tolong ramein trend ini","yang wni di luar negeri tolong ramein trend ini","['wni', 'negeri', 'tolong', 'ramein', 'trend']","wni negeri tolong ramein trend","positif","2","0","2025-02-13 10:54:26"
"monicaa’s comment: MAAAUUU KEEE LN ((","MAAAUUU KEEE LN ((","maaauuu keee ln","mau ke ln","['ln']","ln","positif","1","0","2025-02-13 10:38:17"
"BAcin_ Kep'peT’s comment: 12 tahun yg lalu saya di ajak keluar negri. saya bilang saya seneng di Indonesia. tapi sekarang usia saya 45 tahun. saya mau ke. luar negri.. bapa aja ya yg nasionalis ya.tempat ngaji betulin dulu ya","12 tahun yg lalu saya di ajak keluar negri. saya bilang saya seneng di Indonesia. tapi sekarang usia saya 45 tahun. saya mau ke. luar negri.. bapa aja ya yg nasionalis ya.tempat ngaji betulin dulu ya","12 tahun yg lalu saya di ajak keluar negri saya bilang saya seneng di indonesia tapi sekarang usia saya 45 tahun saya mau ke luar negri bapa aja ya yg nasionalis yatempat ngaji betulin dulu ya","12 tahun yang lalu saya di ajak keluar negri saya bilang saya seneng di indonesia tapi sekarang usia saya 45 tahun saya mau ke luar negri bapa aja ya yang nasionalis yatempat ngaji betulin dulu ya","['ajak', 'negri', 'bilang', 'neng', 'indonesia', 'usia', 'negri', 'bapa', 'aja', 'nasionalis', 'yatempat', 'ngaji', 'betulin']","ajak negri bilang neng indonesia usia negri bapa aja nasionalis yatempat ngaji betulin","negatif","0","0","2025-02-19 13:10:49"
"Grasia’s comment: Bukan Msalah nasionalisme,,toh mrk yg krj di luar negeri ttp menyandang status orng Indonesia..dan lagi klo mrk TDK mendapatkan lapangan pekerjaan di negara sndri yang dgn bnyk persyaratan nya ..ya jika di LN mrk mendapatkan hak untk bekerja knp TDK..DMI mencari hidup kan..🙏","Bukan Msalah nasionalisme,,toh mrk yg krj di luar negeri ttp menyandang status orng Indonesia..dan lagi klo mrk TDK mendapatkan lapangan pekerjaan di negara sndri yang dgn bnyk persyaratan nya ..ya jika di LN mrk mendapatkan hak untk bekerja knp TDK..DMI mencari hidup kan..🙏","bukan msalah nasionalismetoh mrk yg krj di luar negeri ttp menyandang status orng indonesiadan lagi klo mrk tdk mendapatkan lapangan pekerjaan di negara sndri yang dgn bnyk persyaratan nya ya jika di ln mrk mendapatkan hak untk bekerja knp tdkdmi mencari hidup kan","bukan msalah nasionalismetoh mrk yang krj di luar negeri ttp menyandang status orang indonesiadan lagi kalau mrk tidak mendapatkan lapangan pekerjaan di negara sndri yang dengan bnyk persyaratan nya ya jika di ln mrk mendapatkan hak untk bekerja knp tdkdmi mencari hidup kan","['msalah', 'nasionalismetoh', 'mrk', 'krj', 'negeri', 'ttp', 'sandang', 'status', 'orang', 'indonesiadan', 'mrk', 'lapang', 'kerja', 'negara', 'sndri', 'bnyk', 'syarat', 'ln', 'mrk', 'hak', 'untk', 'knp', 'tdkdmi', 'cari', 'hidup']","msalah nasionalismetoh mrk krj negeri ttp sandang status orang indonesiadan mrk lapang kerja negara sndri bnyk syarat ln mrk hak untk knp tdkdmi cari hidup","positif","0","0","2025-02-19 15:42:11"
"cemas kau deek deekkkk🥰","cemas kau deek deekkkk🥰","cemas kau deek deekkkk","cemas kamu deek deek","['cemas', 'deek', 'deek']","cemas deek deek","positif","1","0","2025-02-16 02:49:01"
"@zeinstore’s comment: kabar ajah dulu 🔥","kabar ajah dulu 🔥","kabar ajah dulu","kabar ajah dulu","['kabar', 'ajah']","kabar ajah","positif","0","0","2025-02-21 00:14:43"
"""SHADOW QUEEN""’s comment: mending pindah","mending pindah","mending pindah","mending pindah","['mending', 'pindah']","mending pindah","negatif","0","0","2025-02-28 08:54:14"
"🤣😂🤣😂 di luar lebih di hargai🤣","🤣😂🤣😂 di luar lebih di hargai🤣","di luar lebih di hargai","di luar lebih di hargai","['harga']","harga","positif","0","0","2025-02-16 00:22:32"
"Mujii📻’s comment: Lah aku yo podo meragukan nasionalismene pemerintah kakeen KORUP🤪","Lah aku yo podo meragukan nasionalismene pemerintah kakeen KORUP🤪","lah aku yo podo meragukan nasionalismene pemerintah kakeen korup","lah saya yo podo meragukan nasionalismene pemerintah kakeen korup","['yo', 'podo', 'ragu', 'nasionalismene', 'perintah', 'kakeen', 'korup']","yo podo ragu nasionalismene perintah kakeen korup","negatif","0","0","2025-02-17 22:06:35"
"April.84’s comment: kami mau pindah keruma bapak😁😁","kami mau pindah keruma bapak😁😁","kami mau pindah keruma bapak","kami mau pindah keruma bapak","['pindah', 'keruma']","pindah keruma","negatif","0","0","2025-02-15 23:44:26"
"cuek","cuek","cuek","cuek","['cuek']","cuek","netral","1","0","2025-02-12 05:50:08"
"dew aja’s comment: pengen kabur tapi gatau caranya tolongg dong stuck bgt di negara sendiri😭","pengen kabur tapi gatau caranya tolongg dong stuck bgt di negara sendiri😭","pengen kabur tapi gatau caranya tolongg dong stuck bgt di negara sendiri","ingin kabur tapi gatau caranya tolongg dong stuck banget di negara sendiri","['kabur', 'gatau', 'tolongg', 'stuck', 'banget', 'negara']","kabur gatau tolongg stuck banget negara","positif","1","0","2025-02-12 04:55:43"
"toxicboy’s comment: sebenarnya gw juga mau pindah kek luar negeri. tapi yah gitulah.. mak bapak gw terlalu negatif thinking..","sebenarnya gw juga mau pindah kek luar negeri. tapi yah gitulah.. mak bapak gw terlalu negatif thinking..","sebenarnya gw juga mau pindah kek luar negeri tapi yah gitulah mak bapak gw terlalu negatif thinking","sebenarnya saya juga mau pindah seperti luar negeri tapi yah gitulah mak bapak saya terlalu negatif thinking","['pindah', 'negeri', 'gitulah', 'mak', 'negatif', 'thinking']","pindah negeri gitulah mak negatif thinking","positif","0","0","2025-02-19 08:02:56"
"π’s comment: Hari gini ngomong nasionalisme 😆
TNI/POLRI aja yg koar² NKRI harga mati, banyak yg jadi mafia dibalik sengsaranya masyarakat 🤣
Upss🗿✌🏼🤣","Hari gini ngomong nasionalisme 😆
TNI/POLRI aja yg koar² NKRI harga mati, banyak yg jadi mafia dibalik sengsaranya masyarakat 🤣
Upss🗿✌🏼🤣","hari gini ngomong nasionalisme tnipolri aja yg koar² nkri harga mati banyak yg jadi mafia dibalik sengsaranya masyarakat upss","hari gini ngomong nasionalisme tnipolri aja yang koar² nkri harga mati banyak yang jadi mafia dibalik sengsaranya masyarakat upss","['gin', 'ngomong', 'nasionalisme', 'tnipolri', 'aja', 'nkri', 'harga', 'mati', 'mafia', 'balik', 'sengsara', 'masyarakat', 'upss']","gin ngomong nasionalisme tnipolri aja nkri harga mati mafia balik sengsara masyarakat upss","negatif","0","0","2025-02-15 22:29:35"
"putrie19🇲🇨🇸🇬’s comment: udah kabur aja dulu dari tahun 2016 smpe sekarang🤣","udah kabur aja dulu dari tahun 2016 smpe sekarang🤣","udah kabur aja dulu dari tahun 2016 smpe sekarang","sudah kabur aja dulu dari tahun 2016 smpe sekarang","['kabur', 'aja', 'smpe']","kabur aja smpe","positif","0","0","2025-02-15 01:46:57"
"nasionalisme palalu koplak 😂
kalau perut lapar + ketidak adilan dimana-mana di negeri ini, nasionalisme hanyalah omong kosong","nasionalisme palalu koplak 😂
kalau perut lapar + ketidak adilan dimana-mana di negeri ini, nasionalisme hanyalah omong kosong","nasionalisme palalu koplak kalau perut lapar ketidak adilan dimanamana di negeri ini nasionalisme hanyalah omong kosong","nasionalisme palalu koplak kalau perut lapar ketidak adilan dimanamana di negeri ini nasionalisme hanyalah omong kosong","['nasionalisme', 'palalu', 'koplak', 'perut', 'lapar', 'tidak', 'adil', 'dimanamana', 'negeri', 'nasionalisme', 'omong', 'kosong']","nasionalisme palalu koplak perut lapar tidak adil dimanamana negeri nasionalisme omong kosong","negatif","3","1","2025-02-12 09:07:55"
"Lexsyyy’s comment: lagian juga di indo mahhh bnyk tikus berdasi","lagian juga di indo mahhh bnyk tikus berdasi","lagian juga di indo mahhh bnyk tikus berdasi","lagian juga di indonesia mah bnyk tikus berdasi","['indonesia', 'bnyk', 'tikus', 'das']","indonesia bnyk tikus das","negatif","0","0","2025-02-20 23:46:38"
"♛𝕾𝖍𝖎𝖇𝖚𝖞𝖆𝖓𖣐𒉭’s comment: @NanoNano @Mas N berangkat GK nih?
Mayan juga jir gaji di sana🗿","@NanoNano @Mas N berangkat GK nih?
Mayan juga jir gaji di sana🗿","n berangkat gk nih mayan juga jir gaji di sana","n berangkat tidak nih mayan juga jir gaji di sana","['berangkat', 'mayan', 'jir', 'gaji']","berangkat mayan jir gaji","positif","0","0","2025-02-17 09:44:58"
"aldo’s comment: yg korup nasionalisme ga pak","yg korup nasionalisme ga pak","yg korup nasionalisme ga pak","yang korup nasionalisme tidak pak","['korup', 'nasionalisme']","korup nasionalisme","negatif","0","0","2025-02-14 23:16:18"
"incu maung’s comment: coba tutor nyari loker di luar negri....","coba tutor nyari loker di luar negri....","coba tutor nyari loker di luar negri","coba tutor mencari loker di luar negri","['coba', 'tutor', 'cari', 'loker', 'negri']","coba tutor cari loker negri","netral","0","0","2025-02-16 06:36:14"
"bungkusan’s comment: siap-siap kabur aja dulu ke jepang","siap-siap kabur aja dulu ke jepang","siapsiap kabur aja dulu ke jepang","siapsiap kabur aja dulu ke jepang","['siapsiap', 'kabur', 'aja', 'jepang']","siapsiap kabur aja jepang","positif","0","0","2025-02-17 11:44:53"
"sudes’s comment: ya betul kk... 😅😅😅😅","ya betul kk... 😅😅😅😅","ya betul kk","ya betul kk","['kk']","kk","netral","0","0","2025-02-19 15:45:57"
"kuli.Elit’s comment: bukan pindah nguli dulu k luar negri","bukan pindah nguli dulu k luar negri","bukan pindah nguli dulu k luar negri","bukan pindah nguli dulu ke luar negri","['pindah', 'nguli', 'negri']","pindah nguli negri","negatif","0","0","2025-02-17 14:33:36"
"Ants’s comment: Justru saya yg meragukan bapak.
Saya kerja diluar negeri justru menyumbang devisa buat negara yg bpk kelolah dan blom tentu benar","Justru saya yg meragukan bapak.
Saya kerja diluar negeri justru menyumbang devisa buat negara yg bpk kelolah dan blom tentu benar","justru saya yg meragukan bapak saya kerja diluar negeri justru menyumbang devisa buat negara yg bpk kelolah dan blom tentu benar","justru saya yang meragukan bapak saya kerja diluar negeri justru menyumbang devisa buat negara yang bpk kelolah dan belum tentu benar","['ragu', 'kerja', 'luar', 'negeri', 'sumbang', 'devisa', 'negara', 'bpk', 'kelolah']","ragu kerja luar negeri sumbang devisa negara bpk kelolah","negatif","0","0","2025-02-21 10:52:06"
"Fufu Yono’s comment: otw aceh 🗿","otw aceh 🗿","otw aceh","otw aceh","['otw', 'aceh']","otw aceh","netral","0","0","2025-02-17 06:40:53"
"Andika’s comment: lebih baik pindah ke luar negeri dari pada menyiksa diri di tangan koruptor yg penting jiwa tetap NKRI","lebih baik pindah ke luar negeri dari pada menyiksa diri di tangan koruptor yg penting jiwa tetap NKRI","lebih baik pindah ke luar negeri dari pada menyiksa diri di tangan koruptor yg penting jiwa tetap nkri","lebih baik pindah ke luar negeri dari pada menyiksa diri di tangan koruptor yang penting jiwa tetap nkri","['pindah', 'negeri', 'siksa', 'tangan', 'koruptor', 'jiwa', 'nkri']","pindah negeri siksa tangan koruptor jiwa nkri","positif","0","0","2025-02-15 20:29:40"
"douyin269’s comment: 😂😂😂😂 dagelan","😂😂😂😂 dagelan","dagelan","dagelan","['dagel']","dagel","netral","0","0","2025-02-23 09:32:13"
"𝕐𝕦_𝔸𝕪𝕪𝕦’s comment: @fine luar negri tu indah, dan gajinya juga melimpah😭🙏🏻🤣","@fine luar negri tu indah, dan gajinya juga melimpah😭🙏🏻🤣","fine luar negri tu indah dan gajinya juga melimpah","fine luar negri itu indah dan gajinya juga melimpah","['fine', 'negri', 'indah', 'gaji', 'limpah']","fine negri indah gaji limpah","positif","0","0","2025-02-22 04:08:18"
"@Vimen’s comment: persetan nasionalisme , hidup realisme !","persetan nasionalisme , hidup realisme !","persetan nasionalisme hidup realisme","persetan nasionalisme hidup realisme","['persetan', 'nasionalisme', 'hidup', 'realisme']","persetan nasionalisme hidup realisme","negatif","13","0","2025-02-12 10:11:35"
"indonesia gelap... ampe loker aja kayaknya sudah tdk trrsedia... buat kaum z😅","indonesia gelap... ampe loker aja kayaknya sudah tdk trrsedia... buat kaum z😅","indonesia gelap ampe loker aja kayaknya sudah tdk trrsedia buat kaum z","indonesia gelap ampe loker aja kayaknya sudah tidak trrsedia buat kaum z","['indonesia', 'gelap', 'ampe', 'loker', 'aja', 'kayak', 'trrsedia', 'kaum']","indonesia gelap ampe loker aja kayak trrsedia kaum","negatif","2","1","2025-02-19 04:34:58"
"tofik’s comment: ""meragukan nasionalisme""? emang negara ini sayang atau cinta sama rakyatnya? enda kan, ngapain juga bertahan lama lama #kaburajadulu","""meragukan nasionalisme""? emang negara ini sayang atau cinta sama rakyatnya? enda kan, ngapain juga bertahan lama lama #kaburajadulu","meragukan nasionalisme emang negara ini sayang atau cinta sama rakyatnya enda kan ngapain juga bertahan lama lama","meragukan nasionalisme memang negara ini sayang atau cinta sama rakyatnya enda kan ngapain juga bertahan lama lama","['ragu', 'nasionalisme', 'negara', 'sayang', 'cinta', 'rakyat', 'enda', 'ngapain', 'tahan']","ragu nasionalisme negara sayang cinta rakyat enda ngapain tahan","negatif","1","0","2025-02-12 11:17:38"
"MINI ROLEPLAY’s comment: 2 tren paling relate
1.#kaburajadulu
2.#INDONESIAGELAP","2 tren paling relate
1.#kaburajadulu
2.#INDONESIAGELAP","2 tren paling relate 1 2","2 tren paling relate 1 2","['tren', 'relate']","tren relate","netral","1","0","2025-02-19 10:29:09"
"tetep Indonesia Raya dengan segala kekuranganya ☺️☺️","tetep Indonesia Raya dengan segala kekuranganya ☺️☺️","tetep indonesia raya dengan segala kekuranganya","tetep indonesia raya dengan segala kekuranganya","['tetep', 'indonesia', 'raya', 'kekuranganya']","tetep indonesia raya kekuranganya","positif","0","0","2025-02-11 16:38:42"
"nencsy’s comment: Emang modal nasionalisme doang bisa biayain hidup???😂😂😂","Emang modal nasionalisme doang bisa biayain hidup???😂😂😂","emang modal nasionalisme doang bisa biayain hidup","memang modal nasionalisme doang bisa biayain hidup","['modal', 'nasionalisme', 'doang', 'biayain', 'hidup']","modal nasionalisme doang biayain hidup","negatif","0","0","2025-02-18 05:24:33"
"ptryyy’s comment: kabur aja yukkkk😋😋#kaburajadulu","kabur aja yukkkk😋😋#kaburajadulu","kabur aja yukkkk","kabur aja yuk","['kabur', 'aja']","kabur aja","positif","0","0","2025-02-15 04:41:44"
"gw : gw ma ragukan kerja para pejabat dan hukum di Indonesia 👎🏻🖕🏻🖕🏻🖕🏻🖕🏻","gw : gw ma ragukan kerja para pejabat dan hukum di Indonesia 👎🏻🖕🏻🖕🏻🖕🏻🖕🏻","gw gw ma ragukan kerja para pejabat dan hukum di indonesia","saya saya ma ragukan kerja para pejabat dan hukum di indonesia","['ma', 'ragu', 'kerja', 'jabat', 'hukum', 'indonesia']","ma ragu kerja jabat hukum indonesia","negatif","0","0","2025-02-17 08:04:43"
