"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"saya malah meragukan kerjaan kalian apa gada hasil di masyarakat kecil","saya malah meragukan kerjaan kalian apa gada hasil di masyarakat kecil","saya malah meragukan kerjaan kalian apa gada hasil di masyarakat kecil","saya malah meragukan kerjaan kalian apa gada hasil di masyarakat kecil","['ragu', 'kerja', 'gada', 'hasil', 'masyarakat']","ragu kerja gada hasil masyarakat","negatif","0","0","2025-02-20 01:36:40"
"buzzer mulai bermunculan,🤣 dapat gaji dari anggaran lagi kah?","buzzer mulai bermunculan,🤣 dapat gaji dari anggaran lagi kah?","buzzer mulai bermunculan dapat gaji dari anggaran lagi kah","buzzer mulai bermunculan dapat gaji dari anggaran lagi kah","['buzzer', 'muncul', 'gaji', 'anggar', 'kah']","buzzer muncul gaji anggar kah","negatif","0","0","2025-02-10 07:55:06"
"Windra’s comment: nasionalisme itu harus nya ditunjukkan melalui performa kalian saat menjabat","nasionalisme itu harus nya ditunjukkan melalui performa kalian saat menjabat","nasionalisme itu harus nya ditunjukkan melalui performa kalian saat menjabat","nasionalisme itu harus nya ditunjukkan melalui performa kalian saat menjabat","['nasionalisme', 'performa', 'jabat']","nasionalisme performa jabat","negatif","1","0","2025-02-12 04:45:22"
"Purrarie_dolls’s comment: Kak ajak-ajak kak😭","Kak ajak-ajak kak😭","kak ajakajak kak","kak ajakajak kak","['kak', 'ajakajak', 'kak']","kak ajakajak kak","positif","0","0","2025-02-19 09:31:23"
"tyooo’s comment: pengen bikin negara sendiri caranya gmna ya","pengen bikin negara sendiri caranya gmna ya","pengen bikin negara sendiri caranya gmna ya","ingin bikin negara sendiri caranya bagaimana ya","['bikin', 'negara']","bikin negara","negatif","2","0","2025-02-12 06:47:28"
"Darmaidrus’s comment: Yg beruang mungkin nyaman mau pindah ke mana pun. yg pendapatan pas² mau pindah kemana??? Ke Hutan???🤦🏻‍♀. walau sebenarnya juga ke pingin pindah juga","Yg beruang mungkin nyaman mau pindah ke mana pun. yg pendapatan pas² mau pindah kemana??? Ke Hutan???🤦🏻‍♀. walau sebenarnya juga ke pingin pindah juga","yg beruang mungkin nyaman mau pindah ke mana pun yg pendapatan pas² mau pindah kemana ke hutan walau sebenarnya juga ke pingin pindah juga","yang beruang mungkin nyaman mau pindah ke mana pun yang pendapatan pas² mau pindah kemana ke hutan walau sebenarnya juga ke ingin pindah juga","['beruang', 'nyaman', 'pindah', 'dapat', 'pindah', 'mana', 'hutan', 'pindah']","beruang nyaman pindah dapat pindah mana hutan pindah","positif","1","0","2025-02-15 07:57:43"
"only me’s comment: ya Allah pengen #kaburajadulu dari indo😔","ya Allah pengen #kaburajadulu dari indo😔","ya allah pengen dari indo","ya allah ingin dari indonesia","['allah', 'indonesia']","allah indonesia","positif","112","0","2025-02-11 14:16:41"
"rii htpea’s comment: diluar negri lebih seru😂😂😂","diluar negri lebih seru😂😂😂","diluar negri lebih seru","diluar negri lebih seru","['luar', 'negri', 'seru']","luar negri seru","positif","0","0","2025-02-23 03:19:41"
"ngurahbebeckx’s comment: siapa suruh banyak larangan, di luar ga hrs punya kekuatan, di Indonesia? hrs bisa segalanya njy","siapa suruh banyak larangan, di luar ga hrs punya kekuatan, di Indonesia? hrs bisa segalanya njy","siapa suruh banyak larangan di luar ga hrs punya kekuatan di indonesia hrs bisa segalanya njy","siapa suruh banyak larangan di luar tidak hrs punya kekuatan di indonesia hrs bisa segalanya njy","['suruh', 'larang', 'hrs', 'kuat', 'indonesia', 'hrs', 'njy']","suruh larang hrs kuat indonesia hrs njy","negatif","1","0","2025-02-13 01:03:06"
"°♡yhaaaaa♡°’s comment: maksimal usia 27 th dg pengalam min 2 th tp gk mau nerima gen z😂","maksimal usia 27 th dg pengalam min 2 th tp gk mau nerima gen z😂","maksimal usia 27 th dg pengalam min 2 th tp gk mau nerima gen z","maksimal usia 27 tahun dg pengalam min 2 tahun tp tidak mau nerima gen z","['maksimal', 'usia', 'dg', 'alam', 'min', 'tp', 'nerima', 'gen']","maksimal usia dg alam min tp nerima gen","negatif","0","0","2025-02-14 15:42:59"
"kh0l1f4h_olif ⟭⟬’s comment: kalau dalam negeri tercukupi, mna ada yg mau jauh dari anak dan suami ke luar negeri 😏","kalau dalam negeri tercukupi, mna ada yg mau jauh dari anak dan suami ke luar negeri 😏","kalau dalam negeri tercukupi mna ada yg mau jauh dari anak dan suami ke luar negeri","kalau dalam negeri tercukupi mna ada yang mau jauh dari anak dan suami ke luar negeri","['negeri', 'cukup', 'mna', 'anak', 'suami', 'negeri']","negeri cukup mna anak suami negeri","negatif","0","0","2025-02-15 15:52:05"
"harusnya perbaiki diri, malah nyalahin org lain 🤣","harusnya perbaiki diri, malah nyalahin org lain 🤣","harusnya perbaiki diri malah nyalahin org lain","harusnya perbaiki diri malah nyalahin orang lain","['baik', 'nyalahin', 'orang']","baik nyalahin orang","negatif","0","0","2025-02-16 00:07:13"
"Sagitariusgirls💫’s comment: Menurutku masa muda ga datang dua kali jadi lebih bijak lagi menentukan langkah ke masa depn🥰🙏🏻semuanya sama sama ada ples mines nya #salamrantaujapan","Menurutku masa muda ga datang dua kali jadi lebih bijak lagi menentukan langkah ke masa depn🥰🙏🏻semuanya sama sama ada ples mines nya #salamrantaujapan","menurutku masa muda ga datang dua kali jadi lebih bijak lagi menentukan langkah ke masa depnsemuanya sama sama ada ples mines nya","menurutku masa muda tidak datang dua kali jadi lebih bijak lagi menentukan langkah ke masa depnsemuanya sama sama ada ples mines nya","['turut', 'muda', 'kali', 'bijak', 'tentu', 'langkah', 'depnsemuanya', 'ples', 'mes']","turut muda kali bijak tentu langkah depnsemuanya ples mes","positif","0","0","2025-02-14 14:21:31"
"Yuda Dithol’s comment: kalo di negara sendiri susah cari ekonomi gimana pak jawab jangan main ragukan nasionalisme kami emang kami kerja di luar negeri gak ngasih pemasukan ke negara kah mikir pak mikir","kalo di negara sendiri susah cari ekonomi gimana pak jawab jangan main ragukan nasionalisme kami emang kami kerja di luar negeri gak ngasih pemasukan ke negara kah mikir pak mikir","kalo di negara sendiri susah cari ekonomi gimana pak jawab jangan main ragukan nasionalisme kami emang kami kerja di luar negeri gak ngasih pemasukan ke negara kah mikir pak mikir","kalau di negara sendiri susah cari ekonomi bagaimana pak jawab jangan main ragukan nasionalisme kami memang kami kerja di luar negeri tidak ngasih pemasukan ke negara kah mikir pak mikir","['negara', 'susah', 'cari', 'ekonomi', 'main', 'ragu', 'nasionalisme', 'kerja', 'negeri', 'ngasih', 'pasu', 'negara', 'kah', 'mikir', 'mikir']","negara susah cari ekonomi main ragu nasionalisme kerja negeri ngasih pasu negara kah mikir mikir","negatif","1","0","2025-02-12 04:22:37"
"naufalfai’s comment: jadi inget alm BJ habibie, jerman dapet ilmu nya, indonesia dapet antrean nonton film nya 😜","jadi inget alm BJ habibie, jerman dapet ilmu nya, indonesia dapet antrean nonton film nya 😜","jadi inget alm bj habibie jerman dapet ilmu nya indonesia dapet antrean nonton film nya","jadi inget alm bj habibie jerman dapet ilmu nya indonesia dapet antrean nonton film nya","['inget', 'alm', 'bj', 'habibie', 'jerman', 'dapet', 'ilmu', 'indonesia', 'dapet', 'antre', 'nonton', 'film']","inget alm bj habibie jerman dapet ilmu indonesia dapet antre nonton film","negatif","0","0","2025-02-13 14:37:23"
"ada yang salah di sila ke 5 skrg, "" keadilan sosial bagi seluruh rakyat berduit"" lebih cocok kek nya😂","ada yang salah di sila ke 5 skrg, "" keadilan sosial bagi seluruh rakyat berduit"" lebih cocok kek nya😂","ada yang salah di sila ke 5 skrg keadilan sosial bagi seluruh rakyat berduit lebih cocok kek nya","ada yang salah di sila ke 5 sekarang keadilan sosial bagi seluruh rakyat berduit lebih cocok seperti nya","['salah', 'sila', 'adil', 'sosial', 'rakyat', 'duit', 'cocok']","salah sila adil sosial rakyat duit cocok","netral","1","1","2025-02-16 04:17:51"
"yeah.’s comment: sekali lagi ini masalah peruttt..","sekali lagi ini masalah peruttt..","sekali lagi ini masalah peruttt","sekali lagi ini masalah perut","['perut']","perut","negatif","1","0","2025-02-18 23:31:29"
"Alam Indonesia sangat kaya, tapi kenapa rakyat Indonesia sengsara? diluar negeri lebih sejahtera hidupnya, timbang disini.","Alam Indonesia sangat kaya, tapi kenapa rakyat Indonesia sengsara? diluar negeri lebih sejahtera hidupnya, timbang disini.","alam indonesia sangat kaya tapi kenapa rakyat indonesia sengsara diluar negeri lebih sejahtera hidupnya timbang disini","alam indonesia sangat kaya tapi kenapa rakyat indonesia sengsara diluar negeri lebih sejahtera hidupnya timbang disini","['alam', 'indonesia', 'kaya', 'rakyat', 'indonesia', 'sengsara', 'luar', 'negeri', 'sejahtera', 'hidup', 'timbang']","alam indonesia kaya rakyat indonesia sengsara luar negeri sejahtera hidup timbang","positif","1","0","2025-02-13 04:53:06"
"elizaa’s comment: wong liyo ngerti opo😹","wong liyo ngerti opo😹","wong liyo ngerti opo","wong liyo ngerti opo","['liyo', 'ngerti', 'opo']","liyo ngerti opo","netral","1","0","2025-02-12 07:39:29"
"koruptor jg diragukan nasionalisme nya boss?","koruptor jg diragukan nasionalisme nya boss?","koruptor jg diragukan nasionalisme nya boss","koruptor jg diragukan nasionalisme nya boss","['koruptor', 'jg', 'ragu', 'nasionalisme', 'boss']","koruptor jg ragu nasionalisme boss","negatif","1","0","2025-02-14 12:00:10"
"mengikuti_’s comment: alhamdulilah semoga di lancarkan urusanya","alhamdulilah semoga di lancarkan urusanya","alhamdulilah semoga di lancarkan urusanya","alhamdulilah semoga di lancarkan urusanya","['alhamdulilah', 'moga', 'lancar', 'urusanya']","alhamdulilah moga lancar urusanya","positif","1","0","2025-02-16 11:21:36"
"bahlil bahlil🤣🤣🤣","bahlil bahlil🤣🤣🤣","bahlil bahlil","bahlil bahlil","['bahlil', 'bahlil']","bahlil bahlil","negatif","0","0","2025-02-17 05:45:06"
"i want too, but I can't","i want too, but I can't","i want too but i cant","i want too but i cant","['want', 'too', 'but', 'cant']","want too but cant","positif","0","0","2025-02-11 16:48:06"
"kepoo’s comment: please iya lagi","please iya lagi","please iya lagi","please iya lagi","['please', 'iya']","please iya","negatif","0","0","2025-02-16 15:44:36"
"Jawabannya malah lebih bagus mbak vina ketimbang bahlil 🤔","Jawabannya malah lebih bagus mbak vina ketimbang bahlil 🤔","jawabannya malah lebih bagus mbak vina ketimbang bahlil","jawabannya malah lebih bagus mbak vina ketimbang bahlil","['jawab', 'bagus', 'mbak', 'vina', 'ketimbang', 'bahlil']","jawab bagus mbak vina ketimbang bahlil","netral","0","0","2025-02-14 16:37:19"
"Lucette Stellae’s comment: tunggu yaa belum tamat SMK soalnya😭","tunggu yaa belum tamat SMK soalnya😭","tunggu yaa belum tamat smk soalnya","tunggu yaa belum tamat smk soalnya","['tunggu', 'yaa', 'tamat', 'smk']","tunggu yaa tamat smk","positif","0","0","2025-02-16 07:41:19"
"♡’s comment: perbanyak emot ""😹"" untuk negara ini 😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹","perbanyak emot ""😹"" untuk negara ini 😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹","perbanyak emot untuk negara ini","perbanyak emot untuk negara ini","['banyak', 'emot', 'negara']","banyak emot negara","netral","1","0","2025-02-27 03:54:49"
"Yuuki’s comment: mental indo mah mana cocok menetap di Jepang, kalopun cocok palingan hanya segelintir orang","mental indo mah mana cocok menetap di Jepang, kalopun cocok palingan hanya segelintir orang","mental indo mah mana cocok menetap di jepang kalopun cocok palingan hanya segelintir orang","mental indonesia mah mana cocok menetap di jepang kalopun cocok palingan hanya segelintir orang","['mental', 'indonesia', 'cocok', 'tetap', 'jepang', 'kalo', 'cocok', 'paling', 'gelintir', 'orang']","mental indonesia cocok tetap jepang kalo cocok paling gelintir orang","negatif","0","0","2025-02-10 09:04:12"
"bahliiiiiiiiil","bahliiiiiiiiil","bahliiiiiiiiil","bahlil","['bahlil']","bahlil","netral","0","0","2025-02-19 23:17:33"
"Dfauzan’s comment: gw udah muak banget ama negara sendiri","gw udah muak banget ama negara sendiri","gw udah muak banget ama negara sendiri","saya sudah muak banget ama negara sendiri","['muak', 'banget', 'ama', 'negara']","muak banget ama negara","negatif","1","0","2025-02-14 04:52:31"
"Diana Guen’s comment: tutor pindah domisili 😂","tutor pindah domisili 😂","tutor pindah domisili","tutor pindah domisili","['tutor', 'pindah', 'domisili']","tutor pindah domisili","netral","1","0","2025-02-19 01:02:24"
"sasuke’s comment: nasionalisme pretttt","nasionalisme pretttt","nasionalisme pretttt","nasionalisme pret","['nasionalisme', 'pret']","nasionalisme pret","negatif","1","1","2025-02-15 02:25:42"
"BURONAN KEMATIAN’s comment: Yok Lah #kaburajadulu yang masih waras !
Biar Mereka Tidak Ada Pemasukan Pajak Untuk Membayar Pejabat Model² Curut Semua !","Yok Lah #kaburajadulu yang masih waras !
Biar Mereka Tidak Ada Pemasukan Pajak Untuk Membayar Pejabat Model² Curut Semua !","yok lah yang masih waras biar mereka tidak ada pemasukan pajak untuk membayar pejabat model² curut semua","yok lah yang masih waras biar mereka tidak ada pemasukan pajak untuk membayar pejabat model² curut semua","['yok', 'waras', 'biar', 'pasu', 'pajak', 'bayar', 'jabat', 'curut']","yok waras biar pasu pajak bayar jabat curut","positif","1","0","2025-02-15 01:35:47"
"lamsz@’s comment: menuju Indonesia cemas😂😂","menuju Indonesia cemas😂😂","menuju indonesia cemas","menuju indonesia cemas","['indonesia', 'cemas']","indonesia cemas","negatif","0","0","2025-02-14 11:07:14"
"pencinta keju’s comment: goodbye indonesia hello bekasi 😂","goodbye indonesia hello bekasi 😂","goodbye indonesia hello bekasi","goodbye indonesia hello bekasi","['goodbye', 'indonesia', 'hello', 'bekas']","goodbye indonesia hello bekas","positif","14","2","2025-02-17 06:23:22"
"nicetry’s comment: makany bhs asing itu penting","makany bhs asing itu penting","makany bhs asing itu penting","makany bhs asing itu penting","['makany', 'bhs', 'asing']","makany bhs asing","netral","0","0","2025-02-10 15:47:12"
"☪️🤝✝️🫸🏳️‍⚧️🏳️‍🌈’s comment: gaji di negara arab☠️","gaji di negara arab☠️","gaji di negara arab","gaji di negara arab","['gaji', 'negara', 'arab']","gaji negara arab","negatif","0","0","2025-02-18 07:47:23"
"อัศวิน’s comment: bahbilil aja bikin Rakyat susah dikira kita budak","bahbilil aja bikin Rakyat susah dikira kita budak","bahbilil aja bikin rakyat susah dikira kita budak","bahbilil aja bikin rakyat susah dikira kita budak","['bahbilil', 'aja', 'bikin', 'rakyat', 'susah', 'budak']","bahbilil aja bikin rakyat susah budak","negatif","0","0","2025-02-18 02:42:53"
"29 September’s comment: Kerjaann sih byk tpi mereka aja yg gengsi brayy☺️","Kerjaann sih byk tpi mereka aja yg gengsi brayy☺️","kerjaann sih byk tpi mereka aja yg gengsi brayy","kerjaann sih byk tpi mereka aja yang gengsi brayy","['kerjaann', 'byk', 'tpi', 'aja', 'gengsi', 'brayy']","kerjaann byk tpi aja gengsi brayy","netral","0","0","2025-02-14 11:50:01"
"satoshi nakamoto’s comment: aku gamau pindah negara pak soalnya nyaman tinggal di indonesia hukum bisa di barter pake uan9 😊","aku gamau pindah negara pak soalnya nyaman tinggal di indonesia hukum bisa di barter pake uan9 😊","aku gamau pindah negara pak soalnya nyaman tinggal di indonesia hukum bisa di barter pake uan9","saya gamau pindah negara pak soalnya nyaman tinggal di indonesia hukum bisa di barter pake uan9","['gamau', 'pindah', 'negara', 'nyaman', 'tinggal', 'indonesia', 'hukum', 'barter', 'pake']","gamau pindah negara nyaman tinggal indonesia hukum barter pake","negatif","1","0","2025-02-12 04:18:05"
"meragukan nasionalisme tapi dulu pas sekolah kita semua juga Hormat ke Bendera Merah Putih","meragukan nasionalisme tapi dulu pas sekolah kita semua juga Hormat ke Bendera Merah Putih","meragukan nasionalisme tapi dulu pas sekolah kita semua juga hormat ke bendera merah putih","meragukan nasionalisme tapi dulu pas sekolah kita semua juga hormat ke bendera merah putih","['ragu', 'nasionalisme', 'pas', 'sekolah', 'hormat', 'bendera', 'merah', 'putih']","ragu nasionalisme pas sekolah hormat bendera merah putih","netral","0","0","2025-02-18 09:26:24"
"takut ngk ada yang bayar buat dia😂😂","takut ngk ada yang bayar buat dia😂😂","takut ngk ada yang bayar buat dia","takut ngk ada yang bayar buat dia","['takut', 'ngk', 'bayar']","takut ngk bayar","netral","1","0","2025-02-12 07:05:48"
"engene💙🤍’s comment: gk pulang juga gpp bang asal ortu di sini aman gk knp²","gk pulang juga gpp bang asal ortu di sini aman gk knp²","gk pulang juga gpp bang asal ortu di sini aman gk knp²","tidak pulang juga gpp bang asal ortu di sini aman tidak knp²","['pulang', 'gpp', 'bang', 'ortu', 'aman']","pulang gpp bang ortu aman","positif","0","0","2025-02-18 17:23:35"
"Alif_📿’s comment: Gw cinta Indonesia cuma di jepang lebih gampang cari kerja.abis lebaran otw 😄#kaburajadulu","Gw cinta Indonesia cuma di jepang lebih gampang cari kerja.abis lebaran otw 😄#kaburajadulu","gw cinta indonesia cuma di jepang lebih gampang cari kerjaabis lebaran otw","saya cinta indonesia cuma di jepang lebih gampang cari kerjaabis lebaran otw","['cinta', 'indonesia', 'jepang', 'gampang', 'cari', 'kerjaabis', 'lebaran', 'otw']","cinta indonesia jepang gampang cari kerjaabis lebaran otw","positif","1","0","2025-02-12 18:23:55"
